hgnc_id,cds_max,5_utr_max,3_utr_max,seq_length,aindex,boman,charge,hmoment,GRAVY,instaIndex,pI,Tiny.1,Tiny.2,Small.1,Small.2,Aliphatic.1,Aliphatic.2,Aromatic.1,Aromatic.2,NonPolar.1,NonPolar.2,Polar.1,Polar.2,Charged.1,Charged.2,Basic.1,Basic.2,Acidic.1,Acidic.2,percentage_gene_gc_content,transcript_count,seg_,seg_seg,tmhmm_,tmhmm_TMhelix,ncoils_,ncoils_Coil,signalp_,signalp_SignalP-noTM,signalp_SignalP-TM,go_id_GO:0000122,go_id_GO:0000139,go_id_GO:0000287,go_id_GO:0000785,go_id_GO:0000976,go_id_GO:0000977,go_id_GO:0000978,go_id_GO:0000981,go_id_GO:0001227,go_id_GO:0001228,go_id_GO:0001525,go_id_GO:0003674,go_id_GO:0003677,go_id_GO:0003682,go_id_GO:0003700,go_id_GO:0003713,go_id_GO:0003723,go_id_GO:0003729,go_id_GO:0003779,go_id_GO:0003924,go_id_GO:0004672,go_id_GO:0004674,go_id_GO:0004842,go_id_GO:0004930,go_id_GO:0004984,go_id_GO:0005085,go_id_GO:0005096,go_id_GO:0005102,go_id_GO:0005509,go_id_GO:0005515,go_id_GO:0005516,go_id_GO:0005524,go_id_GO:0005525,go_id_GO:0005575,go_id_GO:0005576,go_id_GO:0005615,go_id_GO:0005634,go_id_GO:0005654,go_id_GO:0005730,go_id_GO:0005737,go_id_GO:0005739,go_id_GO:0005743,go_id_GO:0005759,go_id_GO:0005764,go_id_GO:0005765,go_id_GO:0005768,go_id_GO:0005769,go_id_GO:0005783,go_id_GO:0005788,go_id_GO:0005789,go_id_GO:0005794,go_id_GO:0005813,go_id_GO:0005829,go_id_GO:0005856,go_id_GO:0005874,go_id_GO:0005886,go_id_GO:0005887,go_id_GO:0005925,go_id_GO:0006281,go_id_GO:0006355,go_id_GO:0006357,go_id_GO:0006468,go_id_GO:0006508,go_id_GO:0006511,go_id_GO:0006886,go_id_GO:0006915,go_id_GO:0006954,go_id_GO:0006955,go_id_GO:0006974,go_id_GO:0007049,go_id_GO:0007155,go_id_GO:0007165,go_id_GO:0007166,go_id_GO:0007186,go_id_GO:0007267,go_id_GO:0007268,go_id_GO:0007275,go_id_GO:0007283,go_id_GO:0007399,go_id_GO:0007420,go_id_GO:0008017,go_id_GO:0008134,go_id_GO:0008150,go_id_GO:0008270,go_id_GO:0008284,go_id_GO:0008285,go_id_GO:0009410,go_id_GO:0009897,go_id_GO:0009986,go_id_GO:0010468,go_id_GO:0010628,go_id_GO:0010629,go_id_GO:0014069,go_id_GO:0015031,go_id_GO:0015629,go_id_GO:0016020,go_id_GO:0016021,go_id_GO:0016324,go_id_GO:0016477,go_id_GO:0016567,go_id_GO:0016604,go_id_GO:0016607,go_id_GO:0016887,go_id_GO:0019899,go_id_GO:0019901,go_id_GO:0019904,go_id_GO:0030154,go_id_GO:0030335,go_id_GO:0030424,go_id_GO:0030425,go_id_GO:0031012,go_id_GO:0031267,go_id_GO:0031410,go_id_GO:0031625,go_id_GO:0032991,go_id_GO:0035556,go_id_GO:0038023,go_id_GO:0042802,go_id_GO:0042803,go_id_GO:0043005,go_id_GO:0043025,go_id_GO:0043065,go_id_GO:0043066,go_id_GO:0043231,go_id_GO:0043565,go_id_GO:0044877,go_id_GO:0045087,go_id_GO:0045121,go_id_GO:0045202,go_id_GO:0045296,go_id_GO:0045892,go_id_GO:0045893,go_id_GO:0045944,go_id_GO:0046872,go_id_GO:0046982,go_id_GO:0048471,go_id_GO:0050790,go_id_GO:0050911,go_id_GO:0051015,go_id_GO:0051301,go_id_GO:0051607,go_id_GO:0051726,go_id_GO:0055085,go_id_GO:0060271,go_id_GO:0061630,go_id_GO:0062023,go_id_GO:0070062,go_id_GO:0098978,go_id_GO:0106310,go_id_GO:1990837,FUSIL
HGNC:3005,888.0,399.0,369.0,296.0,95.810811,1.6836486486,8.13903,0.795206,-0.2523649,31.0290541,9.498289,78.0,26.351,134.0,45.27,86.0,29.054,31.0,10.473,163.0,55.068,132.0,44.595,80.0,27.027,46.0,15.541,34.0,11.486,40.2,16.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL
HGNC:25565,2562.0,574.0,1290.0,854.0,105.866511,0.9204332553,-23.7316,0.7818602,0.1244731,49.7161593,5.911556,228.0,26.698,366.0,42.857,290.0,33.958,102.0,11.944,464.0,54.333,389.0,45.55,189.0,22.131,97.0,11.358,92.0,10.773,39.22,9.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL
HGNC:4311,1920.0,1272.0,1414.0,640.0,80.109375,1.958765625,-13.3721,0.697722,-0.4445312,43.1351563,5.980154,163.0,25.469,305.0,47.656,165.0,25.781,75.0,11.719,322.0,50.313,317.0,49.531,185.0,28.906,94.0,14.688,91.0,14.219,40.16,14.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VP
HGNC:10728,2358.0,505.0,959.0,786.0,72.239186,1.9756615776,9.656873,0.8610371,-0.4675573,47.7428753,8.320182,226.0,28.753,414.0,52.672,208.0,26.463,95.0,12.087,433.0,55.089,352.0,44.784,198.0,25.191,114.0,14.504,84.0,10.687,57.74,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,SV
HGNC:22215,3270.0,545.0,2433.0,1090.0,69.770642,2.1780825688,-56.402,0.7945994,-0.6234862,58.6544037,4.74074,324.0,29.725,558.0,51.193,265.0,24.312,104.0,9.541,530.0,48.624,559.0,51.284,317.0,29.083,145.0,13.303,172.0,15.78,36.83,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,VP
HGNC:1573,2211.0,3035.0,1766.0,737.0,88.507463,1.688412483,9.505498,0.6743765,-0.4301221,44.5421981,8.579455,175.0,23.745,319.0,43.284,206.0,27.951,86.0,11.669,374.0,50.746,362.0,49.118,198.0,26.866,115.0,15.604,83.0,11.262,36.51,70.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL
HGNC:80,2313.0,336.0,294.0,771.0,73.463035,1.5438002594,-3.106866,0.8377864,-0.3975357,48.8434501,7.170104,210.0,27.237,389.0,50.454,197.0,25.551,130.0,16.861,434.0,56.291,336.0,43.58,182.0,23.606,106.0,13.748,76.0,9.857,47.8,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,VP
HGNC:16267,1098.0,292.0,1758.0,366.0,69.590164,1.7354098361,15.3835,0.7140844,-0.3363388,42.6174863,8.674201,129.0,35.246,189.0,51.639,90.0,24.59,39.0,10.656,200.0,54.645,165.0,45.082,94.0,25.683,60.0,16.393,34.0,9.29,38.61,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VN
HGNC:22195,4821.0,292.0,4074.0,1607.0,71.088986,2.2079340386,-58.70611,0.9276148,-0.6001867,59.8698195,5.207113,492.0,30.616,804.0,50.031,390.0,24.269,182.0,11.325,777.0,48.351,829.0,51.587,442.0,27.505,215.0,13.379,227.0,14.126,42.03,11.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,VP
HGNC:5343,1539.0,247.0,738.0,513.0,73.840156,2.0003703704,-10.61509,0.7256087,-0.6194932,38.5900585,5.712548,141.0,27.485,227.0,44.25,131.0,25.536,48.0,9.357,239.0,46.589,273.0,53.216,156.0,30.409,78.0,15.205,78.0,15.205,40.3,19.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VP
